PersonID,CompanyName,MatchScore
eca46f28-fbf0-4017-a640-2b4a97608dd5,Yellow Nepal,1.0000000000000002
1aaca423-7b3e-473c-a527-8fa50103319e,Digital Nepal,1.0000000000000002
4c00e3eb-d004-4a24-968a-a4b4a7f45666,SunBi Design Studio,1.0
ba029326-d759-418e-bb1f-b43cd2dcd62c,Aayulogic,0.0
979ff92c-5b62-4c18-8e36-a814cf3f9bf7,Deerwalk,0.9999999999999998
f3315297-c21a-4963-bbf2-641b7322e74e,Tootle,0.9999999999999998
07fd9e5e-56ff-47e3-9f13-109afc4d44eb,ESignature,0.8944271909999159
7528a156-4f56-4d25-9570-64d190e624d2,Innovative Solutions,0.9128709291752769
41e70198-ecae-44cb-818d-ef8d6be8c1cf,Vianet,0.9128709291752769
91a8eed2-d8e5-40c1-bfdc-de65bf9d2b42,Deerwalk,0.9999999999999998
670b10f5-4c7b-40a1-9398-2208625ebb8a,Nepware,1.0
2c48ee91-9055-4fb6-b192-557f64865c16,Nepal Retail Tech,1.0
403132f7-0b53-45f9-8c3c-ceee76ce4d2f,Subisu,0.9999999999999999
af67bbfa-4ea7-482b-9e7a-76c626f32226,Deerwalk,0.9999999999999998
461dcf17-e3a5-4b50-a8a0-f2a517ba53a5,Optimum Futurist,0.9999999999999999
be25416f-8259-4d13-911c-408b09b55a8d,Nepal Blockchain Solutions,0.8660254037844388
fca006e8-ff08-45f6-a15d-5786acc4b322,Pumori Software Solutions,1.0000000000000002
5ea8e5c0-5e7b-4c00-a331-e678289507f6,Sustainable Solutions,1.0
849b8439-19b8-48e9-8d5d-3230fc97c14d,Tech One Global,0.8944271909999159
10935fad-6c4d-4c74-af8d-98238dc0adb9,Nepal Construction Tech,1.0
c6c2951f-9f17-4611-bcb1-5a1f1d2d60ef,Pumori Software Solutions,1.0000000000000002
42c093b9-300a-4a18-b180-24995d4015f3,Deerwalk,0.9999999999999998
eb11313d-f005-4229-9b4d-b02cf8d454cb,IT Gurus,1.0000000000000002
2172441d-5d53-46f8-ac46-b31024273cc6,Deerwalk,0.9999999999999998
3e6b3a37-4d13-41a5-a573-cafbdc5a655e,Nepal Network Solutions,0.9999999999999999
86af72c8-c783-4153-8af0-0f40955294bf,Nepal Legal Tech,0.9999999999999998
dd7d6b2c-c599-468d-92f6-5a2692b40ce8,Genese Solution,1.0
15ccef45-33d6-421c-9557-3e5220d1813c,Nepware,1.0000000000000002
8e648e2f-4df1-4021-bed8-504a5fd18c83,Nepware,1.0
51ffe915-d7b5-4772-b407-fde8def9f16a,Nepal Agri Tech,0.9128709291752769
211a7108-95c5-4024-b26f-f68a6ea00a11,Aayulogic,0.0
5bdbbcf7-88aa-4c7a-addc-48352f3e1844,Nepal Construction Tech,1.0
6a64a142-677c-416e-91d7-4099ad164c70,Nepware,1.0000000000000002
dde244f2-57fa-4c77-9311-bec879168f42,Pathao,1.0
1941ae2b-c00e-446a-bf3e-da23781b7ea1,Nepal Wellness Tech,0.9999999999999998
cca55004-e095-477a-b883-a85f68a1d267,Tech In Asia Nepal,0.9999999999999998
72f78493-7126-471b-829c-d4ab64aeda6b,Foodmandu,1.0000000000000002
21dbac84-b6fd-428f-8a06-ab1c184c2b61,Sagoon,1.0000000000000002
1aeaab29-29f5-4880-b935-ac86cc042e4f,Nepal Manufacturing Tech,1.0
0cad16d7-28b0-4f7b-9f5c-82c7605a338a,Sustainable Solutions,1.0
d0080599-6604-4682-94ee-96532befc722,Sustainable Solutions,1.0
7ccf85a6-b9e0-4ac7-8a1d-8ef8d8a7eb63,IT Gurus,0.9258200997725515
015a50c7-cf5e-4230-be70-6423c9e099d1,Nepal AI Solutions,0.8944271909999159
26e9f000-4534-46af-a68f-f68485c5e9ae,Nepal Blockchain Solutions,0.8660254037844388
744a2476-0dcd-4a12-9c8d-b0084e965c72,Nepal Food Tech,1.0000000000000002
